CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Offshore,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Offshore,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Offshore,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Offshore,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Offshore,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Offshore,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2024-01-01 02:30:00+01:00,0.0,1504.0,,,,,,,0.0,4921.0,29638.0,,,,,,,,,12.0,4568.0,0.0,1454.0,,,,,,0.0,577.0,0.0,64.0,,,,,,,,,,,,,,,,,,0.0,1387.0,4499.0,,,,,,,,,,,,,,,,,,,,,4.0,1450.0,,,,,,,,,,,
2024-01-01 02:45:00+01:00,0.0,1560.0,,,,,,,0.0,4906.0,29577.0,,,,,,,,,12.0,4538.0,0.0,1483.0,,,,,,0.0,577.0,0.0,62.0,,,,,,,,,,,,,,,,,,0.0,1385.0,4486.0,,,,,,,,,,,,,,,,,,,,,4.0,1451.0,,,,,,,,,,,
2024-01-01 03:00:00+01:00,0.0,1604.0,0.0,2181.0,2183.0,0.0,110.0,0.0,0.0,4816.0,29483.0,0.0,899.0,1314.0,0.0,536.0,196.0,0.0,37.0,12.0,4496.0,0.0,1518.0,0.0,240.0,13939.0,0.0,593.0,0.0,575.0,0.0,64.0,0.0,214.0,0.0,65.0,0.0,1261.0,0.0,32.0,0.0,246.0,0.0,143.0,0.0,1735.0,0.0,359.0,13.0,0.0,1383.0,4470.0,0.0,,175.0,0.0,,1196.0,0.0,,1645.0,0.0,,668.0,0.0,,0.0,0.0,2273.0,0.0,2.0,377.0,4.0,1464.0,0.0,68.0,0.0,772.0,0.0,2530.0,0.0,1353.0,0.0,0.0,1.0
2024-01-01 03:15:00+01:00,0.0,1616.0,,,,,,,0.0,4783.0,29400.0,,,,,,,,,11.0,4482.0,0.0,1543.0,,,,,,0.0,575.0,0.0,70.0,,,,,,,,,,,,,,,,,,0.0,1382.0,4451.0,,,,,,,,,,,,,,,,,,,,,4.0,1463.0,,,,,,,,,,,
2024-01-01 03:30:00+01:00,0.0,1632.0,,,,,,,0.0,4743.0,29343.0,,,,,,,,,9.0,4478.0,0.0,1562.0,,,,,,0.0,575.0,0.0,75.0,,,,,,,,,,,,,,,,,,0.0,1382.0,4427.0,,,,,,,,,,,,,,,,,,,,,4.0,1462.0,,,,,,,,,,,
2024-01-01 03:45:00+01:00,0.0,1644.0,,,,,,,0.0,4706.0,29278.0,,,,,,,,,7.0,4485.0,0.0,1574.0,,,,,,0.0,575.0,0.0,81.0,,,,,,,,,,,,,,,,,,0.0,1382.0,4407.0,,,,,,,,,,,,,,,,,,,,,4.0,1461.0,,,,,,,,,,,
2024-01-01 04:00:00+01:00,0.0,1648.0,0.0,2183.0,2167.0,0.0,125.0,0.0,0.0,4653.0,29271.0,0.0,871.0,1196.0,0.0,538.0,194.0,0.0,42.0,5.0,4485.0,0.0,1574.0,0.0,240.0,13514.0,0.0,594.0,0.0,580.0,0.0,84.0,0.0,228.0,0.0,64.0,0.0,1263.0,0.0,27.0,0.0,211.0,0.0,155.0,0.0,1720.0,0.0,393.0,19.0,0.0,1382.0,4387.0,0.0,,179.0,0.0,,1208.0,0.0,,1632.0,0.0,,669.0,0.0,,0.0,0.0,2117.0,0.0,2.0,384.0,4.0,1432.0,0.0,69.0,0.0,822.0,0.0,2552.0,0.0,1275.0,0.0,0.0,1.0
2024-01-01 04:15:00+01:00,0.0,1604.0,,,,,,,0.0,4600.0,29212.0,,,,,,,,,3.0,4509.0,0.0,1582.0,,,,,,0.0,580.0,0.0,86.0,,,,,,,,,,,,,,,,,,0.0,1385.0,4356.0,,,,,,,,,,,,,,,,,,,,,4.0,1431.0,,,,,,,,,,,
2024-01-01 04:30:00+01:00,0.0,1544.0,,,,,,,0.0,4545.0,29166.0,,,,,,,,,1.0,4542.0,0.0,1592.0,,,,,,0.0,580.0,0.0,88.0,,,,,,,,,,,,,,,,,,0.0,1392.0,4316.0,,,,,,,,,,,,,,,,,,,,,4.0,1429.0,,,,,,,,,,,
2024-01-01 04:45:00+01:00,0.0,1488.0,,,,,,,0.0,4487.0,29125.0,,,,,,,,,1.0,4581.0,0.0,1604.0,,,,,,0.0,580.0,0.0,89.0,,,,,,,,,,,,,,,,,,0.0,1400.0,4276.0,,,,,,,,,,,,,,,,,,,,,4.0,1427.0,,,,,,,,,,,
2024-01-01 05:00:00+01:00,0.0,1420.0,0.0,2180.0,2138.0,0.0,115.0,0.0,0.0,4426.0,29118.0,0.0,844.0,1032.0,0.0,526.0,185.0,0.0,48.0,0.0,4618.0,0.0,1621.0,0.0,240.0,12836.0,0.0,591.0,0.0,566.0,0.0,91.0,0.0,251.0,0.0,62.0,0.0,1243.0,0.0,21.0,0.0,177.0,0.0,162.0,0.0,1727.0,0.0,425.0,25.0,0.0,1407.0,4236.0,0.0,,181.0,0.0,,1215.0,0.0,,1619.0,0.0,,682.0,0.0,,0.0,0.0,1927.0,0.0,2.0,377.0,4.0,1369.0,0.0,67.0,0.0,861.0,0.0,2571.0,0.0,1199.0,0.0,0.0,1.0
2024-01-01 05:15:00+01:00,0.0,1344.0,,,,,,,0.0,4383.0,29192.0,,,,,,,,,0.0,4665.0,0.0,1629.0,,,,,,0.0,566.0,0.0,92.0,,,,,,,,,,,,,,,,,,0.0,1410.0,4215.0,,,,,,,,,,,,,,,,,,,,,4.0,1368.0,,,,,,,,,,,
2024-01-01 05:30:00+01:00,0.0,1272.0,,,,,,,0.0,4333.0,29243.0,,,,,,,,,0.0,4716.0,0.0,1632.0,,,,,,0.0,566.0,0.0,93.0,,,,,,,,,,,,,,,,,,0.0,1410.0,4204.0,,,,,,,,,,,,,,,,,,,,,4.0,1367.0,,,,,,,,,,,
2024-01-01 05:45:00+01:00,0.0,1200.0,,,,,,,0.0,4289.0,29307.0,,,,,,,,,0.0,4770.0,0.0,1630.0,,,,,,0.0,566.0,0.0,95.0,,,,,,,,,,,,,,,,,,0.0,1411.0,4193.0,,,,,,,,,,,,,,,,,,,,,4.0,1366.0,,,,,,,,,,,
2024-01-01 06:00:00+01:00,0.0,1132.0,0.0,2177.0,2106.0,0.0,141.0,0.0,0.0,4253.0,29473.0,0.0,829.0,852.0,0.0,508.0,176.0,0.0,57.0,0.0,4816.0,0.0,1618.0,0.0,240.0,12158.0,0.0,595.0,0.0,520.0,0.0,95.0,0.0,276.0,0.0,58.0,0.0,1218.0,0.0,18.0,0.0,152.0,0.0,170.0,0.0,1759.0,0.0,461.0,28.0,0.0,1411.0,4184.0,0.0,,178.0,0.0,,1218.0,0.0,,1606.0,0.0,,702.0,0.0,,0.0,0.0,1743.0,0.0,3.0,374.0,5.0,1297.0,0.0,66.0,0.0,886.0,0.0,2577.0,0.0,1138.0,0.0,0.0,1.0
2024-01-01 06:15:00+01:00,0.0,1056.0,,,,,,,0.0,4216.0,29584.0,,,,,,,,,0.0,4884.0,0.0,1612.0,,,,,,0.0,520.0,0.0,94.0,,,,,,,,,,,,,,,,,,0.0,1411.0,4172.0,,,,,,,,,,,,,,,,,,,,,5.0,1296.0,,,,,,,,,,,
2024-01-01 06:30:00+01:00,0.0,980.0,,,,,,,0.0,4179.0,29701.0,,,,,,,,,0.0,4961.0,0.0,1608.0,,,,,,0.0,520.0,0.0,92.0,,,,,,,,,,,,,,,,,,0.0,1411.0,4160.0,,,,,,,,,,,,,,,,,,,,,5.0,1295.0,,,,,,,,,,,
2024-01-01 06:45:00+01:00,0.0,904.0,,,,,,,0.0,4144.0,29811.0,,,,,,,,,0.0,5045.0,0.0,1607.0,,,,,,0.0,520.0,0.0,91.0,,,,,,,,,,,,,,,,,,0.0,1411.0,4147.0,,,,,,,,,,,,,,,,,,,,,6.0,1294.0,,,,,,,,,,,
2024-01-01 07:00:00+01:00,0.0,852.0,0.0,2174.0,2077.0,40.0,157.0,0.0,0.0,4152.0,29837.0,0.0,820.0,773.0,0.0,493.0,162.0,0.0,64.0,0.0,5137.0,0.0,1612.0,0.0,240.0,11478.0,316.0,600.0,2.0,436.0,2.0,90.0,13.0,293.0,3.0,55.0,4.0,1182.0,4.0,16.0,0.0,140.0,36.0,184.0,42.0,1759.0,0.0,498.0,32.0,0.0,1410.0,4133.0,0.0,,178.0,0.0,,1228.0,0.0,,1601.0,0.0,,711.0,0.0,,0.0,0.0,1616.0,0.0,4.0,363.0,38.0,1166.0,0.0,65.0,0.0,911.0,0.0,2578.0,0.0,1094.0,0.0,0.0,1.0
2024-01-01 07:15:00+01:00,0.0,824.0,,,,,,,0.0,4147.0,29848.0,,,,,,,,,0.0,5222.0,0.0,1607.0,,,,,,2.0,436.0,5.0,87.0,,,,,,,,,,,,,,,,,,0.0,1409.0,4113.0,,,,,,,,,,,,,,,,,,,,,41.0,1164.0,,,,,,,,,,,
2024-01-01 07:30:00+01:00,0.0,800.0,,,,,,,0.0,4141.0,29866.0,,,,,,,,,0.0,5304.0,0.0,1597.0,,,,,,2.0,436.0,11.0,85.0,,,,,,,,,,,,,,,,,,0.0,1407.0,4082.0,,,,,,,,,,,,,,,,,,,,,46.0,1161.0,,,,,,,,,,,
2024-01-01 07:45:00+01:00,40.0,784.0,,,,,,,0.0,4137.0,29892.0,,,,,,,,,0.0,5381.0,0.0,1581.0,,,,,,2.0,436.0,19.0,83.0,,,,,,,,,,,,,,,,,,0.0,1405.0,4054.0,,,,,,,,,,,,,,,,,,,,,51.0,1159.0,,,,,,,,,,,
2024-01-01 08:00:00+01:00,80.0,768.0,3.0,2171.0,2044.0,241.0,189.0,39.0,53.0,4126.0,30050.0,0.0,815.0,857.0,1.0,489.0,175.0,3.0,72.0,1.0,5463.0,0.0,1552.0,0.0,240.0,11061.0,1161.0,614.0,6.0,336.0,30.0,80.0,87.0,303.0,55.0,49.0,118.0,1131.0,134.0,16.0,37.0,134.0,248.0,196.0,321.0,1715.0,1.0,520.0,34.0,0.0,1403.0,4022.0,0.0,,176.0,0.0,,1229.0,0.0,,1612.0,0.0,,708.0,0.0,,0.0,95.0,1569.0,183.0,5.0,346.0,153.0,926.0,0.0,66.0,0.0,926.0,0.0,2563.0,0.0,1068.0,5.0,5.0,1.0
2024-01-01 08:15:00+01:00,88.0,780.0,,,,,,,298.0,4159.0,30108.0,,,,,,,,,19.0,5534.0,0.0,1534.0,,,,,,6.0,336.0,44.0,77.0,,,,,,,,,,,,,,,,,,0.0,1400.0,3994.0,,,,,,,,,,,,,,,,,,,,,161.0,923.0,,,,,,,,,,,
2024-01-01 08:30:00+01:00,100.0,788.0,,,,,,,772.0,4166.0,30168.0,,,,,,,,,79.0,5602.0,1.0,1522.0,,,,,,6.0,336.0,60.0,74.0,,,,,,,,,,,,,,,,,,0.0,1397.0,3964.0,,,,,,,,,,,,,,,,,,,,,167.0,920.0,,,,,,,,,,,
2024-01-01 08:45:00+01:00,116.0,796.0,,,,,,,1422.0,4216.0,30189.0,,,,,,,,,175.0,5666.0,4.0,1512.0,,,,,,6.0,336.0,82.0,71.0,,,,,,,,,,,,,,,,,,0.0,1394.0,3935.0,,,,,,,,,,,,,,,,,,,,,174.0,917.0,,,,,,,,,,,
2024-01-01 09:00:00+01:00,136.0,812.0,239.0,2162.0,2006.0,482.0,213.0,200.0,2181.0,4225.0,30200.0,5.0,798.0,883.0,10.0,487.0,180.0,9.0,79.0,885.0,5739.0,9.0,1506.0,239.0,240.0,10644.0,2014.0,639.0,11.0,227.0,108.0,69.0,179.0,312.0,164.0,42.0,341.0,1086.0,530.0,15.0,111.0,144.0,530.0,201.0,717.0,1698.0,14.0,528.0,36.0,0.0,1391.0,3907.0,0.0,,176.0,0.0,,1226.0,0.0,,1623.0,0.0,,705.0,0.0,,0.0,428.0,1526.0,655.0,6.0,342.0,291.0,792.0,0.0,66.0,0.0,915.0,0.0,2536.0,1.0,1051.0,14.0,10.0,1.0
2024-01-01 09:15:00+01:00,160.0,836.0,,,,,,,3048.0,4232.0,30169.0,,,,,,,,,1397.0,5791.0,14.0,1499.0,,,,,,11.0,227.0,140.0,68.0,,,,,,,,,,,,,,,,,,29.0,1387.0,3880.0,,,,,,,,,,,,,,,,,,,,,297.0,790.0,,,,,,,,,,,
2024-01-01 09:30:00+01:00,184.0,864.0,,,,,,,3965.0,4234.0,30105.0,,,,,,,,,2035.0,5836.0,17.0,1491.0,,,,,,11.0,227.0,176.0,68.0,,,,,,,,,,,,,,,,,,56.0,1383.0,3858.0,,,,,,,,,,,,,,,,,,,,,303.0,787.0,,,,,,,,,,,
2024-01-01 09:45:00+01:00,212.0,892.0,,,,,,,4826.0,4245.0,30080.0,,,,,,,,,2748.0,5877.0,24.0,1486.0,,,,,,11.0,227.0,217.0,67.0,,,,,,,,,,,,,,,,,,84.0,1380.0,3835.0,,,,,,,,,,,,,,,,,,,,,309.0,785.0,,,,,,,,,,,
2024-01-01 10:00:00+01:00,248.0,924.0,793.0,2140.0,1971.0,680.0,208.0,478.0,5597.0,4250.0,30064.0,21.0,755.0,847.0,28.0,487.0,169.0,15.0,83.0,4184.0,5905.0,37.0,1482.0,1469.0,240.0,10228.0,2560.0,694.0,17.0,153.0,263.0,68.0,216.0,330.0,270.0,38.0,537.0,1040.0,999.0,14.0,193.0,169.0,653.0,206.0,960.0,1719.0,43.0,525.0,39.0,115.0,1376.0,3810.0,0.0,,175.0,0.0,,1227.0,0.0,,1626.0,0.0,,703.0,0.0,,0.0,684.0,1462.0,1104.0,7.0,346.0,399.0,648.0,0.0,65.0,0.0,895.0,1.0,2504.0,3.0,1040.0,21.0,18.0,1.0
2024-01-01 10:15:00+01:00,300.0,956.0,,,,,,,6319.0,4238.0,30106.0,,,,,,,,,5002.0,5954.0,44.0,1477.0,,,,,,17.0,153.0,316.0,70.0,,,,,,,,,,,,,,,,,,216.0,1373.0,3798.0,,,,,,,,,,,,,,,,,,,,,404.0,647.0,,,,,,,,,,,
2024-01-01 10:30:00+01:00,356.0,988.0,,,,,,,6941.0,4203.0,30109.0,,,,,,,,,5697.0,6012.0,48.0,1473.0,,,,,,17.0,153.0,372.0,72.0,,,,,,,,,,,,,,,,,,319.0,1371.0,3796.0,,,,,,,,,,,,,,,,,,,,,407.0,645.0,,,,,,,,,,,
2024-01-01 10:45:00+01:00,404.0,1020.0,,,,,,,7430.0,4211.0,30150.0,,,,,,,,,6280.0,6080.0,52.0,1465.0,,,,,,17.0,153.0,431.0,74.0,,,,,,,,,,,,,,,,,,420.0,1369.0,3792.0,,,,,,,,,,,,,,,,,,,,,408.0,643.0,,,,,,,,,,,
2024-01-01 11:00:00+01:00,440.0,1048.0,1361.0,2116.0,1922.0,781.0,178.0,712.0,7811.0,4219.0,30184.0,35.0,712.0,856.0,41.0,470.0,164.0,18.0,87.0,6999.0,6146.0,55.0,1448.0,2915.0,240.0,10492.0,2776.0,783.0,21.0,110.0,489.0,77.0,216.0,351.0,330.0,35.0,651.0,989.0,1322.0,12.0,256.0,200.0,650.0,227.0,1038.0,1756.0,43.0,526.0,41.0,522.0,1367.0,3790.0,0.0,,174.0,0.0,,1226.0,0.0,,1630.0,0.0,,699.0,0.0,,0.0,883.0,1411.0,1393.0,8.0,373.0,471.0,552.0,0.0,65.0,0.0,885.0,2.0,2474.0,5.0,1033.0,20.0,40.0,1.0
2024-01-01 11:15:00+01:00,464.0,1048.0,,,,,,,8112.0,4242.0,30259.0,,,,,,,,,7445.0,6228.0,56.0,1445.0,,,,,,21.0,110.0,553.0,82.0,,,,,,,,,,,,,,,,,,560.0,1365.0,3789.0,,,,,,,,,,,,,,,,,,,,,472.0,551.0,,,,,,,,,,,
2024-01-01 11:30:00+01:00,488.0,1048.0,,,,,,,8300.0,4246.0,30307.0,,,,,,,,,7846.0,6314.0,56.0,1451.0,,,,,,21.0,110.0,616.0,86.0,,,,,,,,,,,,,,,,,,602.0,1362.0,3791.0,,,,,,,,,,,,,,,,,,,,,470.0,550.0,,,,,,,,,,,
2024-01-01 11:45:00+01:00,516.0,1048.0,,,,,,,8368.0,4240.0,30374.0,,,,,,,,,8210.0,6405.0,54.0,1458.0,,,,,,21.0,110.0,672.0,91.0,,,,,,,,,,,,,,,,,,638.0,1360.0,3794.0,,,,,,,,,,,,,,,,,,,,,469.0,550.0,,,,,,,,,,,
2024-01-01 12:00:00+01:00,536.0,1048.0,1609.0,2095.0,1874.0,791.0,234.0,674.0,8353.0,4237.0,30404.0,39.0,674.0,788.0,48.0,443.0,146.0,15.0,96.0,8642.0,6491.0,51.0,1462.0,3926.0,240.0,10756.0,2674.0,831.0,25.0,87.0,719.0,94.0,210.0,368.0,331.0,34.0,659.0,941.0,1396.0,12.0,268.0,233.0,624.0,265.0,993.0,1765.0,29.0,538.0,43.0,678.0,1358.0,3797.0,0.0,,171.0,0.0,,1225.0,0.0,,1629.0,0.0,,691.0,0.0,,0.0,831.0,1367.0,1508.0,10.0,441.0,466.0,506.0,0.0,67.0,0.0,867.0,3.0,2451.0,4.0,1031.0,15.0,35.0,1.0
2024-01-01 12:15:00+01:00,548.0,1068.0,,,,,,,8236.0,4243.0,30406.0,,,,,,,,,8943.0,6596.0,46.0,1484.0,,,,,,25.0,87.0,761.0,96.0,,,,,,,,,,,,,,,,,,697.0,1357.0,3795.0,,,,,,,,,,,,,,,,,,,,,464.0,506.0,,,,,,,,,,,
2024-01-01 12:30:00+01:00,552.0,1088.0,,,,,,,8043.0,4251.0,30412.0,,,,,,,,,9213.0,6709.0,42.0,1518.0,,,,,,25.0,87.0,794.0,98.0,,,,,,,,,,,,,,,,,,713.0,1357.0,3791.0,,,,,,,,,,,,,,,,,,,,,462.0,505.0,,,,,,,,,,,
2024-01-01 12:45:00+01:00,544.0,1116.0,,,,,,,7785.0,4254.0,30449.0,,,,,,,,,9448.0,6828.0,34.0,1566.0,,,,,,25.0,87.0,810.0,100.0,,,,,,,,,,,,,,,,,,731.0,1357.0,3786.0,,,,,,,,,,,,,,,,,,,,,458.0,505.0,,,,,,,,,,,
